date,rep_id,source,leads,opportunities,closed_won,revenue
7/22/2018,3,google/organic,4,1,0,0
7/22/2018,3,bing/cpc,9,3,2,117.3
7/22/2018,3,bing/organic,6,1,0,0
7/22/2018,3,facebook/display,34,3,1,87.75
7/22/2018,4,google/cpc,1,0,0,0
7/22/2018,4,google/organic,3,2,1,94.09
7/22/2018,4,bing/cpc,12,3,1,41.61
7/22/2018,4,bing/organic,5,1,0,0
7/22/2018,4,facebook/display,65,5,2,100.84
7/22/2018,5,google/cpc,2,0,0,0
7/22/2018,5,google/organic,3,1,0,0
7/22/2018,5,bing/cpc,16,3,2,84.99
7/22/2018,5,bing/organic,7,1,0,0
7/22/2018,5,facebook/display,42,2,1,42.98
7/22/2018,6,google/cpc,2,0,0,0
7/22/2018,6,google/organic,4,2,1,96.82
7/22/2018,6,bing/cpc,11,0,0,0
7/22/2018,6,bing/organic,5,2,1,63.46
7/22/2018,6,facebook/display,58,8,4,227.4
7/22/2018,7,google/cpc,1,0,0,0
7/22/2018,7,google/organic,3,0,0,0
7/22/2018,7,bing/cpc,13,2,0,0
7/22/2018,7,bing/organic,6,1,0,0
7/22/2018,7,facebook/display,28,2,0,0
7/22/2018,8,google/cpc,2,2,1,78.2
7/22/2018,8,google/organic,2,1,0,0
7/22/2018,8,bing/cpc,13,4,1,47.76
7/22/2018,8,bing/organic,5,0,0,0
7/22/2018,8,facebook/display,39,3,0,0
7/23/2018,1,google/cpc,10,5,3,170.97
7/23/2018,1,google/organic,12,6,5,320.39
7/23/2018,1,bing/cpc,62,15,10,329.69
7/23/2018,1,bing/organic,21,7,4,167.21
7/23/2018,1,facebook/display,209,24,13,620.75
7/23/2018,2,google/cpc,8,1,1,103.93
7/23/2018,2,google/organic,17,6,2,211.13
7/23/2018,2,bing/cpc,48,9,4,219.46
7/23/2018,2,bing/organic,31,8,2,107.85
7/23/2018,2,facebook/display,193,12,4,288.72
7/23/2018,3,google/cpc,11,1,0,0
7/23/2018,3,google/organic,16,9,5,548.09
7/23/2018,3,bing/cpc,64,17,8,611.35
7/23/2018,3,bing/organic,21,9,3,171.65
7/23/2018,3,facebook/display,210,20,9,481.94
7/23/2018,4,google/cpc,11,5,3,164.97
7/23/2018,4,google/organic,19,13,9,727.18
7/23/2018,4,bing/cpc,60,12,9,384.83
7/23/2018,4,bing/organic,26,10,4,202.26
7/23/2018,4,facebook/display,256,43,22,729.58
7/23/2018,5,google/cpc,10,4,1,58.92
7/23/2018,5,google/organic,12,9,7,309.34
7/23/2018,5,bing/cpc,56,12,9,436.59
7/23/2018,5,bing/organic,20,13,5,219.8
7/23/2018,5,facebook/display,196,24,11,663.79
7/23/2018,6,google/cpc,7,2,1,109.41
7/23/2018,6,google/organic,15,5,1,120.91
7/23/2018,6,bing/cpc,62,7,2,154.04
7/23/2018,6,bing/organic,26,6,2,177.66
7/23/2018,6,facebook/display,259,27,9,562.68
7/23/2018,7,google/cpc,9,3,2,157.82
7/23/2018,7,google/organic,14,5,2,175.07
7/23/2018,7,bing/cpc,34,6,3,163.02
7/23/2018,7,bing/organic,26,7,3,154.41
7/23/2018,7,facebook/display,203,20,4,296.19
7/23/2018,8,google/cpc,7,0,0,0
7/23/2018,8,google/organic,10,5,3,360.4
7/23/2018,8,bing/cpc,62,15,6,362.79
7/23/2018,8,bing/organic,23,9,4,299.58
7/23/2018,8,facebook/display,201,13,3,273.64
7/24/2018,1,google/cpc,7,4,2,105.24
7/24/2018,1,google/organic,14,8,7,550.95
7/24/2018,1,bing/cpc,62,14,9,386.97
7/24/2018,1,bing/organic,18,7,1,56.36
7/24/2018,1,facebook/display,135,13,5,239.1
7/24/2018,2,google/cpc,8,0,0,0
7/24/2018,2,google/organic,17,9,3,346.02
7/24/2018,2,bing/cpc,52,10,3,228.7
7/24/2018,2,bing/organic,30,11,6,321.14
7/24/2018,2,facebook/display,173,19,6,398.33
7/24/2018,3,google/cpc,10,2,0,0
7/24/2018,3,google/organic,9,3,1,97.43
7/24/2018,3,bing/cpc,59,13,6,324.77
7/24/2018,3,bing/organic,27,7,1,59.73
7/24/2018,3,facebook/display,189,19,8,430.18
7/24/2018,4,google/cpc,6,0,0,0
7/24/2018,4,google/organic,20,10,5,341.24
7/24/2018,4,bing/cpc,49,10,7,227.1
7/24/2018,4,bing/organic,33,9,2,73.13
7/24/2018,4,facebook/display,185,20,13,727.11
7/24/2018,5,google/cpc,12,2,2,106.67
7/24/2018,5,google/organic,12,7,6,472.62
7/24/2018,5,bing/cpc,49,9,7,317.49
7/24/2018,5,bing/organic,26,9,0,0
7/24/2018,5,facebook/display,226,32,10,470.97
7/24/2018,6,google/cpc,10,2,1,88.51
7/24/2018,6,google/organic,16,6,1,119.91
7/24/2018,6,bing/cpc,54,8,4,370.65
7/24/2018,6,bing/organic,17,7,2,131.37
7/24/2018,6,facebook/display,188,17,4,260.44
7/24/2018,7,google/cpc,8,0,0,0
7/24/2018,7,google/organic,17,8,5,358.46
7/24/2018,7,bing/cpc,54,13,3,199.36
7/24/2018,7,bing/organic,28,7,3,229.27
7/24/2018,7,facebook/display,201,21,8,629.29
7/24/2018,8,google/cpc,8,0,0,0
7/24/2018,8,google/organic,17,10,5,612.36
7/24/2018,8,bing/cpc,73,17,11,641.9
7/24/2018,8,bing/organic,27,9,2,165.07
7/24/2018,8,facebook/display,138,12,3,275
7/25/2018,1,google/cpc,8,4,2,100.04
7/25/2018,1,google/organic,15,10,5,335.8
7/25/2018,1,bing/cpc,43,11,7,304.39
7/25/2018,1,bing/organic,28,7,6,258.28
7/25/2018,1,facebook/display,200,16,8,456.97
7/25/2018,2,google/cpc,13,3,2,179.52
7/25/2018,2,google/organic,20,8,7,773.13
7/25/2018,2,bing/cpc,46,7,5,285.51
7/25/2018,2,bing/organic,24,4,0,0
7/25/2018,2,facebook/display,168,18,4,286.06
7/25/2018,3,google/cpc,7,1,1,102.26
7/25/2018,3,google/organic,15,5,1,81.27
7/25/2018,3,bing/cpc,51,9,2,172.72
7/25/2018,3,bing/organic,15,5,3,237.85
7/25/2018,3,facebook/display,187,14,4,306.24
7/25/2018,4,google/cpc,11,4,4,322.28
7/25/2018,4,google/organic,18,12,8,729.05
7/25/2018,4,bing/cpc,59,10,7,286.06
7/25/2018,4,bing/organic,25,10,6,281.78
7/25/2018,4,facebook/display,160,30,15,639.73
7/25/2018,5,google/cpc,5,2,2,113.32
7/25/2018,5,google/organic,15,7,5,371.39
7/25/2018,5,bing/cpc,66,10,8,436.1
7/25/2018,5,bing/organic,32,11,4,125.64
7/25/2018,5,facebook/display,166,13,5,219.05
7/25/2018,6,google/cpc,8,3,3,277.6
7/25/2018,6,google/organic,17,5,3,315.47
7/25/2018,6,bing/cpc,62,12,6,429.9
7/25/2018,6,bing/organic,12,4,0,0
7/25/2018,6,facebook/display,210,18,6,522.83
7/25/2018,7,google/cpc,11,6,4,314.6
7/25/2018,7,google/organic,14,5,4,453.69
7/25/2018,7,bing/cpc,54,16,8,428.79
7/25/2018,7,bing/organic,27,4,0,0
7/25/2018,7,facebook/display,184,14,7,492.64
7/25/2018,8,google/cpc,10,5,1,54.43
7/25/2018,8,google/organic,18,6,5,614.56
7/25/2018,8,bing/cpc,48,10,5,458.61
7/25/2018,8,bing/organic,23,6,4,319.73
7/25/2018,8,facebook/display,210,20,4,268.37
7/26/2018,1,google/cpc,11,4,3,259.46
7/26/2018,1,google/organic,17,8,7,548.79
7/26/2018,1,bing/cpc,39,6,6,163.14
7/26/2018,1,bing/organic,16,6,4,176.56
7/26/2018,1,facebook/display,230,22,8,549.98
7/26/2018,2,google/cpc,8,1,1,117.99
7/26/2018,2,google/organic,14,6,5,506.81
7/26/2018,2,bing/cpc,53,5,2,129.76
7/26/2018,2,bing/organic,22,9,6,391.76
7/26/2018,2,facebook/display,215,12,6,451.45
7/26/2018,3,google/cpc,12,2,2,254.71
7/26/2018,3,google/organic,9,3,2,210.98
7/26/2018,3,bing/cpc,40,8,6,240.2
7/26/2018,3,bing/organic,30,8,1,51.28
7/26/2018,3,facebook/display,217,22,11,1157.95
7/26/2018,4,google/cpc,8,0,0,0
7/26/2018,4,google/organic,9,5,4,418.58
7/26/2018,4,bing/cpc,32,8,6,302.62
7/26/2018,4,bing/organic,26,5,1,53.3
7/26/2018,4,facebook/display,229,26,13,658.93
7/26/2018,5,google/cpc,13,3,3,137.42
7/26/2018,5,google/organic,17,10,7,519.31
7/26/2018,5,bing/cpc,53,11,10,360.23
7/26/2018,5,bing/organic,18,5,3,157.05
7/26/2018,5,facebook/display,196,20,11,505.66
7/26/2018,6,google/cpc,10,5,4,413.93
7/26/2018,6,google/organic,17,9,5,431.43
7/26/2018,6,bing/cpc,54,15,12,675.8
7/26/2018,6,bing/organic,28,9,5,277.24
7/26/2018,6,facebook/display,173,22,9,757.92
7/26/2018,7,google/cpc,10,6,2,161.7
7/26/2018,7,google/organic,16,12,8,791.95
7/26/2018,7,bing/cpc,23,3,3,142.62
7/26/2018,7,bing/organic,22,4,2,144.88
7/26/2018,7,facebook/display,210,19,5,428.06
7/26/2018,8,google/cpc,10,3,3,180.18
7/26/2018,8,google/organic,14,8,4,218.58
7/26/2018,8,bing/cpc,46,9,7,431.96
7/26/2018,8,bing/organic,26,9,2,82.33
7/26/2018,8,facebook/display,178,8,5,409.19
7/27/2018,1,google/cpc,7,3,3,230.33
7/27/2018,1,google/organic,12,5,3,293.42
7/27/2018,1,bing/cpc,37,8,6,297.26
7/27/2018,1,bing/organic,23,7,2,71.92
7/27/2018,1,facebook/display,195,18,12,538
7/27/2018,2,google/cpc,12,0,0,0
7/27/2018,2,google/organic,14,9,6,694.89
7/27/2018,2,bing/cpc,55,8,6,398.45
7/27/2018,2,bing/organic,21,8,2,118.35
7/27/2018,2,facebook/display,168,12,2,174.46
7/27/2018,3,google/cpc,9,3,2,200.37
7/27/2018,3,google/organic,16,8,6,764.21
7/27/2018,3,bing/cpc,41,9,6,364.52
7/27/2018,3,bing/organic,25,9,6,462.95
7/27/2018,3,facebook/display,193,17,10,1047.94
7/27/2018,4,google/cpc,11,4,4,255.59
7/27/2018,4,google/organic,8,6,5,343.04
7/27/2018,4,bing/cpc,59,16,13,582.41
7/27/2018,4,bing/organic,24,6,2,67.32
7/27/2018,4,facebook/display,168,23,12,508.22
7/27/2018,5,google/cpc,10,4,4,333.12
7/27/2018,5,google/organic,17,9,7,414.36
7/27/2018,5,bing/cpc,42,11,8,430.32
7/27/2018,5,bing/organic,25,7,4,56.46
7/27/2018,5,facebook/display,281,24,12,624.84
7/27/2018,6,google/cpc,9,3,0,0
7/27/2018,6,google/organic,18,7,4,363.43
7/27/2018,6,bing/cpc,44,5,4,120.28
7/27/2018,6,bing/organic,28,7,2,166.9
7/27/2018,6,facebook/display,197,20,6,462.08
7/27/2018,7,google/cpc,8,2,0,0
7/27/2018,7,google/organic,12,3,2,160.04
7/27/2018,7,bing/cpc,66,18,8,388.72
7/27/2018,7,bing/organic,37,9,4,271.55
7/27/2018,7,facebook/display,159,14,4,449.65
7/27/2018,8,google/cpc,6,1,1,89.54
7/27/2018,8,google/organic,14,5,4,530.1
7/27/2018,8,bing/cpc,47,7,4,229.57
7/27/2018,8,bing/organic,27,7,3,227.03
7/27/2018,8,facebook/display,238,19,5,499.59
7/28/2018,1,google/cpc,2,1,1,81.65
7/28/2018,1,google/organic,2,0,0,0
7/28/2018,1,bing/cpc,8,2,2,106.75
7/28/2018,1,bing/organic,5,2,0,0
7/28/2018,1,facebook/display,41,2,2,122.69
7/28/2018,2,google/cpc,2,0,0,0
7/28/2018,2,google/organic,2,1,0,0
7/28/2018,2,bing/cpc,11,3,3,163.12
7/28/2018,2,bing/organic,6,0,0,0
7/28/2018,2,facebook/display,57,4,2,148.68
7/28/2018,3,google/cpc,2,0,0,0
7/28/2018,3,google/organic,3,1,1,89.7
7/28/2018,3,bing/cpc,12,2,1,63.29
7/28/2018,3,bing/organic,5,2,1,73.92
7/28/2018,3,facebook/display,68,6,3,252.41
7/28/2018,4,google/cpc,2,0,0,0
7/28/2018,4,google/organic,2,1,1,95.23
7/28/2018,4,bing/cpc,13,2,1,39.44
7/28/2018,4,bing/organic,6,3,2,74.03
7/28/2018,4,facebook/display,47,7,5,275.49
7/28/2018,5,google/cpc,1,0,0,0
7/28/2018,5,google/organic,2,1,0,0
7/28/2018,5,bing/cpc,7,0,0,0
7/28/2018,5,bing/organic,5,0,0,0
7/28/2018,5,facebook/display,47,5,3,156.78
7/28/2018,6,google/cpc,2,1,0,0
7/28/2018,6,google/organic,3,2,1,118.15
7/28/2018,6,bing/cpc,9,2,2,150.14
7/28/2018,6,bing/organic,7,1,0,0
7/28/2018,6,facebook/display,31,1,0,0
7/28/2018,7,google/cpc,1,1,1,109.74
7/28/2018,7,google/organic,3,0,0,0
7/28/2018,7,bing/cpc,11,3,2,153.19
7/28/2018,7,bing/organic,5,1,1,58.76
7/28/2018,7,facebook/display,46,5,3,316.12
7/28/2018,8,google/cpc,2,0,0,0
7/28/2018,8,google/organic,3,2,1,76.15
7/28/2018,8,bing/cpc,14,4,2,160.9
7/28/2018,8,bing/organic,5,2,1,38.93
7/28/2018,8,facebook/display,36,4,2,152.98
7/29/2018,1,google/cpc,2,0,0,0
7/29/2018,1,google/organic,3,3,3,215.87
7/29/2018,1,bing/cpc,11,5,4,238.21
7/29/2018,1,bing/organic,2,2,1,51.28
7/29/2018,1,facebook/display,48,9,2,100.33
7/29/2018,2,google/cpc,2,0,0,0
7/29/2018,2,google/organic,2,0,0,0
7/29/2018,2,bing/cpc,12,3,1,83.79
7/29/2018,2,bing/organic,5,0,0,0
7/29/2018,2,facebook/display,47,1,1,83.44
7/29/2018,3,google/cpc,2,1,0,0
7/29/2018,3,google/organic,3,2,1,109.06
7/29/2018,3,bing/cpc,11,1,0,0
7/29/2018,3,bing/organic,3,1,0,0
7/29/2018,3,facebook/display,52,2,1,79.58
7/29/2018,4,google/cpc,1,0,0,0
7/29/2018,4,google/organic,2,0,0,0
7/29/2018,4,bing/cpc,16,3,3,195.38
7/29/2018,4,bing/organic,6,1,1,42.44
7/29/2018,4,facebook/display,40,3,2,82.46
7/29/2018,5,google/cpc,2,1,1,79.99
7/29/2018,5,google/organic,3,2,2,174.95
7/29/2018,5,bing/cpc,14,4,3,127.95
7/29/2018,5,bing/organic,4,1,1,35.73
7/29/2018,5,facebook/display,55,9,7,285.06
7/29/2018,6,google/cpc,2,1,0,0
7/29/2018,6,google/organic,3,1,0,0
7/29/2018,6,bing/cpc,11,1,0,0
7/29/2018,6,bing/organic,6,0,0,0
7/29/2018,6,facebook/display,46,1,0,0
7/29/2018,7,google/cpc,2,1,1,124.39
7/29/2018,7,google/organic,3,2,2,263.82
7/29/2018,7,bing/cpc,15,4,3,198.34
7/29/2018,7,bing/organic,5,1,0,0
7/29/2018,7,facebook/display,68,4,1,88.69
7/29/2018,8,google/cpc,2,1,1,66.48
7/29/2018,8,google/organic,3,0,0,0
7/29/2018,8,bing/cpc,9,2,2,165.41
7/29/2018,8,bing/organic,4,1,1,61.05
7/29/2018,8,facebook/display,50,2,1,72.66
7/30/2018,1,google/cpc,10,5,5,359.6
7/30/2018,1,google/organic,10,4,3,122.12
7/30/2018,1,bing/cpc,42,5,5,269.99
7/30/2018,1,bing/organic,16,7,4,176.09
7/30/2018,1,facebook/display,226,21,12,527.99
7/30/2018,2,google/cpc,11,2,2,180.27
7/30/2018,2,google/organic,11,5,3,484.73
7/30/2018,2,bing/cpc,45,6,5,304.47
7/30/2018,2,bing/organic,30,8,4,244.45
7/30/2018,2,facebook/display,186,20,9,560.23
7/30/2018,3,google/cpc,9,3,2,166.27
7/30/2018,3,google/organic,15,7,4,484.67
7/30/2018,3,bing/cpc,53,6,3,232.86
7/30/2018,3,bing/organic,17,7,4,323.54
7/30/2018,3,facebook/display,159,12,3,330.89
7/30/2018,4,google/cpc,9,3,3,216.43
7/30/2018,4,google/organic,11,7,5,396.11
7/30/2018,4,bing/cpc,55,9,5,249.38
7/30/2018,4,bing/organic,20,8,2,101.15
7/30/2018,4,facebook/display,167,19,12,765.7
7/30/2018,5,google/cpc,7,1,1,47.56
7/30/2018,5,google/organic,14,7,6,492.59
7/30/2018,5,bing/cpc,41,9,7,315.05
7/30/2018,5,bing/organic,39,14,7,315.24
7/30/2018,5,facebook/display,181,29,13,684.22
7/30/2018,6,google/cpc,12,2,2,86.15
7/30/2018,6,google/organic,15,5,3,355.12
7/30/2018,6,bing/cpc,57,15,7,487.38
7/30/2018,6,bing/organic,27,6,1,67.75
7/30/2018,6,facebook/display,211,24,10,1019.03
7/30/2018,7,google/cpc,9,3,2,205.81
7/30/2018,7,google/organic,15,6,5,525.09
7/30/2018,7,bing/cpc,45,10,4,249.43
7/30/2018,7,bing/organic,26,8,5,371.19
7/30/2018,7,facebook/display,248,25,12,955.17
7/30/2018,8,google/cpc,11,3,2,171.28
7/30/2018,8,google/organic,19,8,6,407.64
7/30/2018,8,bing/cpc,47,5,3,195.38
7/30/2018,8,bing/organic,22,6,1,94.17
7/30/2018,8,facebook/display,260,20,9,614.67
7/31/2018,1,google/cpc,8,3,3,192.99
7/31/2018,1,google/organic,17,10,9,487.46
7/31/2018,1,bing/cpc,63,9,7,327.78
7/31/2018,1,bing/organic,22,7,3,131.61
7/31/2018,1,facebook/display,184,20,8,368.07
7/31/2018,2,google/cpc,10,3,2,190.35
7/31/2018,2,google/organic,9,4,2,174.05
7/31/2018,2,bing/cpc,56,7,6,426.81
7/31/2018,2,bing/organic,26,18,8,534.15
7/31/2018,2,facebook/display,144,15,5,444.94
7/31/2018,3,google/cpc,9,0,0,0
7/31/2018,3,google/organic,17,7,5,503.58
7/31/2018,3,bing/cpc,52,10,4,232.09
7/31/2018,3,bing/organic,35,12,4,253.81
7/31/2018,3,facebook/display,127,12,5,472.77
7/31/2018,4,google/cpc,9,3,2,148
7/31/2018,4,google/organic,21,14,12,929.99
7/31/2018,4,bing/cpc,52,12,11,490.65
7/31/2018,4,bing/organic,27,6,1,65.12
7/31/2018,4,facebook/display,202,23,7,592.31
7/31/2018,5,google/cpc,8,3,3,150.01
7/31/2018,5,google/organic,15,6,6,217.43
7/31/2018,5,bing/cpc,54,14,13,663.97
7/31/2018,5,bing/organic,20,5,4,250.28
7/31/2018,5,facebook/display,150,17,11,734.07
7/31/2018,6,google/cpc,12,2,2,202.73
7/31/2018,6,google/organic,14,4,1,80.9
7/31/2018,6,bing/cpc,33,8,6,376.08
7/31/2018,6,bing/organic,23,9,5,380.72
7/31/2018,6,facebook/display,86,10,5,480.93
7/31/2018,7,google/cpc,12,3,1,116.43
7/31/2018,7,google/organic,20,9,4,317.55
7/31/2018,7,bing/cpc,47,6,4,263.14
7/31/2018,7,bing/organic,19,6,2,143.49
7/31/2018,7,facebook/display,270,22,8,704.2
7/31/2018,8,google/cpc,7,0,0,0
7/31/2018,8,google/organic,12,6,3,382.47
7/31/2018,8,bing/cpc,40,2,2,207.87
7/31/2018,8,bing/organic,20,8,4,286.85
7/31/2018,8,facebook/display,149,16,7,556.01
8/1/2018,1,google/cpc,7,4,2,143.59
8/1/2018,1,google/organic,17,7,3,150.93
8/1/2018,1,bing/cpc,54,18,12,573.35
8/1/2018,1,bing/organic,25,7,3,164.02
8/1/2018,1,facebook/display,203,23,12,843.71
8/1/2018,2,google/cpc,11,3,1,100.85
8/1/2018,2,google/organic,11,9,4,510.69
8/1/2018,2,bing/cpc,47,2,0,0
8/1/2018,2,bing/organic,30,9,5,270.34
8/1/2018,2,facebook/display,148,16,5,443.78
8/1/2018,3,google/cpc,8,3,1,127.88
8/1/2018,3,google/organic,11,4,2,232.44
8/1/2018,3,bing/cpc,55,8,2,174.8
8/1/2018,3,bing/organic,30,7,4,202.99
8/1/2018,3,facebook/display,177,14,5,443.3
8/1/2018,4,google/cpc,10,5,2,141.34
8/1/2018,4,google/organic,15,7,6,369.66
8/1/2018,4,bing/cpc,46,8,7,312.61
8/1/2018,4,bing/organic,26,6,1,46.08
8/1/2018,4,facebook/display,243,33,12,708.46
8/1/2018,5,google/cpc,5,0,0,0
8/1/2018,5,google/organic,13,8,4,304.94
8/1/2018,5,bing/cpc,39,10,7,344.38
8/1/2018,5,bing/organic,28,7,2,71.93
8/1/2018,5,facebook/display,222,26,8,502.32
8/1/2018,6,google/cpc,10,7,5,556.86
8/1/2018,6,google/organic,10,3,3,323.81
8/1/2018,6,bing/cpc,37,8,4,262.62
8/1/2018,6,bing/organic,28,7,3,202.51
8/1/2018,6,facebook/display,229,21,5,418.5
8/1/2018,7,google/cpc,10,3,1,87.04
8/1/2018,7,google/organic,16,7,3,289.73
8/1/2018,7,bing/cpc,60,9,3,165.34
8/1/2018,7,bing/organic,31,9,1,63.96
8/1/2018,7,facebook/display,190,20,7,785.5
8/1/2018,8,google/cpc,11,4,2,239.74
8/1/2018,8,google/organic,16,6,4,587.27
8/1/2018,8,bing/cpc,47,9,6,404.14
8/1/2018,8,bing/organic,23,6,1,53.78
8/1/2018,8,facebook/display,243,24,6,568.13
8/2/2018,1,google/cpc,10,1,0,0
8/2/2018,1,google/organic,17,5,4,269.06
8/2/2018,1,bing/cpc,45,13,7,302.69
8/2/2018,1,bing/organic,28,8,4,178.61
8/2/2018,1,facebook/display,205,14,6,267.98
8/2/2018,2,google/cpc,10,0,0,0
8/2/2018,2,google/organic,20,12,5,607.02
8/2/2018,2,bing/cpc,41,6,3,249.53
8/2/2018,2,bing/organic,23,5,1,70.36
8/2/2018,2,facebook/display,156,10,4,233.4
8/2/2018,3,google/cpc,11,3,1,86.25
8/2/2018,3,google/organic,17,6,4,317.88
8/2/2018,3,bing/cpc,40,8,4,231.63
8/2/2018,3,bing/organic,25,6,1,56.8
8/2/2018,3,facebook/display,207,20,4,319.18
8/2/2018,4,google/cpc,11,4,3,228.27
8/2/2018,4,google/organic,16,7,4,240.29
8/2/2018,4,bing/cpc,54,11,6,326.46
8/2/2018,4,bing/organic,31,11,2,96.93
8/2/2018,4,facebook/display,220,27,11,522.5
8/2/2018,5,google/cpc,9,3,2,146.62
8/2/2018,5,google/organic,10,7,3,156.28
8/2/2018,5,bing/cpc,47,8,5,253.96
8/2/2018,5,bing/organic,30,9,1,44.11
8/2/2018,5,facebook/display,147,23,7,303.19
8/2/2018,6,google/cpc,11,5,2,168.23
8/2/2018,6,google/organic,13,7,3,392.05
8/2/2018,6,bing/cpc,55,8,7,344.71
8/2/2018,6,bing/organic,22,7,2,78.04
8/2/2018,6,facebook/display,150,9,2,55.02
8/2/2018,7,google/cpc,9,3,0,0
8/2/2018,7,google/organic,17,11,5,481.5
8/2/2018,7,bing/cpc,67,11,5,165.95
8/2/2018,7,bing/organic,24,7,1,47.84
8/2/2018,7,facebook/display,171,11,2,148.18
8/2/2018,8,google/cpc,10,3,2,216.63
8/2/2018,8,google/organic,16,7,6,632.92
8/2/2018,8,bing/cpc,51,8,3,161.46
8/2/2018,8,bing/organic,19,4,0,0
8/2/2018,8,facebook/display,150,18,3,166.26
8/3/2018,1,google/cpc,7,2,2,147.3
8/3/2018,1,google/organic,20,10,6,347.39
8/3/2018,1,bing/cpc,30,9,6,171.98
8/3/2018,1,bing/organic,27,5,1,30.01
8/3/2018,1,facebook/display,178,20,10,526.01
8/3/2018,2,google/cpc,15,5,1,70.13
8/3/2018,2,google/organic,14,8,4,479.19
8/3/2018,2,bing/cpc,38,11,7,328.31
8/3/2018,2,bing/organic,33,12,5,327.48
8/3/2018,2,facebook/display,206,22,6,489.65
8/3/2018,3,google/cpc,10,3,2,209.57
8/3/2018,3,google/organic,14,7,4,309.33
8/3/2018,3,bing/cpc,32,5,2,87.08
8/3/2018,3,bing/organic,28,7,4,205.45
8/3/2018,3,facebook/display,156,14,3,189.05
8/3/2018,4,google/cpc,8,4,3,255.36
8/3/2018,4,google/organic,13,10,7,450.08
8/3/2018,4,bing/cpc,45,10,8,291.69
8/3/2018,4,bing/organic,29,10,6,275.44
8/3/2018,4,facebook/display,192,24,6,352.01
8/3/2018,5,google/cpc,11,5,4,218.33
8/3/2018,5,google/organic,15,10,5,326.38
8/3/2018,5,bing/cpc,40,5,4,194.35
8/3/2018,5,bing/organic,24,12,2,111.46
8/3/2018,5,facebook/display,244,19,6,295.11
8/3/2018,6,google/cpc,9,3,1,97.48
8/3/2018,6,google/organic,14,7,5,445.83
8/3/2018,6,bing/cpc,56,12,7,536.27
8/3/2018,6,bing/organic,32,8,2,133.74
8/3/2018,6,facebook/display,152,15,1,80.85
8/3/2018,7,google/cpc,6,1,0,0
8/3/2018,7,google/organic,13,5,1,99.82
8/3/2018,7,bing/cpc,60,13,5,276.19
8/3/2018,7,bing/organic,23,7,2,155.23
8/3/2018,7,facebook/display,262,30,11,859.31
8/3/2018,8,google/cpc,10,4,2,207.32
8/3/2018,8,google/organic,23,9,5,498.39
8/3/2018,8,bing/cpc,51,13,8,390.24
8/3/2018,8,bing/organic,35,10,2,143.26
8/3/2018,8,facebook/display,285,39,4,230.7
8/4/2018,1,google/cpc,2,1,1,64.5
8/4/2018,1,google/organic,2,2,0,0
8/4/2018,1,bing/cpc,8,1,1,33.68
8/4/2018,1,bing/organic,4,0,0,0
8/4/2018,1,facebook/display,57,8,4,247.95
8/4/2018,2,google/cpc,1,0,0,0
8/4/2018,2,google/organic,3,2,0,0
8/4/2018,2,bing/cpc,11,1,1,69.67
8/4/2018,2,bing/organic,7,4,2,187.31
8/4/2018,2,facebook/display,53,4,1,86.05
8/4/2018,3,google/cpc,1,0,0,0
8/4/2018,3,google/organic,3,2,0,0
8/4/2018,3,bing/cpc,13,1,0,0
8/4/2018,3,bing/organic,4,2,1,64.46
8/4/2018,3,facebook/display,44,3,0,0
8/4/2018,4,google/cpc,1,0,0,0
8/4/2018,4,google/organic,3,2,2,152.29
8/4/2018,4,bing/cpc,8,1,0,0
8/4/2018,4,bing/organic,5,0,0,0
8/4/2018,4,facebook/display,50,8,4,151.79
8/4/2018,5,google/cpc,2,1,0,0
8/4/2018,5,google/organic,3,2,2,173.65
8/4/2018,5,bing/cpc,9,3,2,91.58
8/4/2018,5,bing/organic,8,3,0,0
8/4/2018,5,facebook/display,55,4,2,118.65
8/4/2018,6,google/cpc,2,0,0,0
8/4/2018,6,google/organic,4,1,0,0
8/4/2018,6,bing/cpc,8,4,3,133.72
8/4/2018,6,bing/organic,4,0,0,0
8/4/2018,6,facebook/display,61,8,3,221.73
8/4/2018,7,google/cpc,1,1,0,0
8/4/2018,7,google/organic,2,1,0,0
8/4/2018,7,bing/cpc,10,2,2,133.53
8/4/2018,7,bing/organic,3,0,0,0
8/4/2018,7,facebook/display,52,3,0,0
8/4/2018,8,google/cpc,2,0,0,0
8/4/2018,8,google/organic,3,0,0,0
8/4/2018,8,bing/cpc,9,2,2,156.3
8/4/2018,8,bing/organic,3,1,0,0
8/4/2018,8,facebook/display,38,2,1,73.56
8/5/2018,1,google/cpc,1,0,0,0
8/5/2018,1,google/organic,3,1,1,75.05
8/5/2018,1,bing/cpc,11,4,3,115.73
8/5/2018,1,bing/organic,6,1,1,25.88
8/5/2018,1,facebook/display,38,3,1,54.94
8/5/2018,2,google/cpc,1,1,1,73.98
8/5/2018,2,google/organic,3,0,0,0
8/5/2018,2,bing/cpc,8,3,2,119
8/5/2018,2,bing/organic,5,1,1,66.09
8/5/2018,2,facebook/display,46,4,1,83.57
8/5/2018,3,google/cpc,2,1,1,96.7
8/5/2018,3,google/organic,3,1,1,90.11
8/5/2018,3,bing/cpc,10,0,0,0
8/5/2018,3,bing/organic,5,0,0,0
8/5/2018,3,facebook/display,45,2,1,110.66
8/5/2018,4,google/cpc,1,1,1,56.06
8/5/2018,4,google/organic,3,3,2,148.87
8/5/2018,4,bing/cpc,8,1,1,41.9
